detail_id,detail_source,selected_observable,selected_observable_label,selected_spin_case,selected_region,cluster_id,selected_concurrence,selected_purity,pair_delta_xy,kinematic_point,momentum,E,px,py,pz,p_abs,phi_xy,s,sqrt_s,pIn,pOut,theta_in,phi_in,qOut,phiOut,Q2,xB,t,W2,y
ghz_purity_mid_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,mid_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,7.4777484864328325e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,p,2.4128964285095109e+00,-1.2350946282224475e+00,-1.8484497380349048e+00,2.9496131222404812e-06,2.2231115974493845e+00,4.1233403578366037e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2038225424931372e+00,1.5707949999999999e+00,4.1233403578366037e+00,1.0000000000000000e+00,2.1598449493429825e+00,1.5532385624482320e+01,9.3666002730732656e-01,-1.0055446837267292e+01,1.9301940230868548e+00,8.0401780650200516e-01
ghz_purity_mid_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,mid_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,7.4777484864328325e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,kp,2.1124005613291259e+00,5.5557023301960196e-01,-2.0352921547956826e+00,0.0000000000000000e+00,2.1097564881261315e+00,4.9788653536136263e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2038225424931372e+00,1.5707949999999999e+00,4.1233403578366037e+00,1.0000000000000000e+00,2.1598449493429825e+00,1.5532385624482320e+01,9.3666002730732656e-01,-1.0055446837267292e+01,1.9301940230868548e+00,8.0401780650200516e-01
ghz_purity_mid_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,mid_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,7.4777484864328325e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,pp,1.5261168742316693e+00,0.0000000000000000e+00,1.2038225424931372e+00,0.0000000000000000e+00,1.2038225424931372e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2038225424931372e+00,1.5707949999999999e+00,4.1233403578366037e+00,1.0000000000000000e+00,2.1598449493429825e+00,1.5532385624482320e+01,9.3666002730732656e-01,-1.0055446837267292e+01,1.9301940230868548e+00,8.0401780650200516e-01
ghz_purity_mid_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,mid_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,7.4777484864328325e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_mid_Egamma,qout,1.0000000000000000e+00,-5.5557023301960196e-01,8.3146961230254535e-01,0.0000000000000000e+00,9.9999999999999989e-01,2.1598449493429825e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2038225424931372e+00,1.5707949999999999e+00,4.1233403578366037e+00,1.0000000000000000e+00,2.1598449493429825e+00,1.5532385624482320e+01,9.3666002730732656e-01,-1.0055446837267292e+01,1.9301940230868548e+00,8.0401780650200516e-01
ghz_purity_high_egamma_txty_region_0,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_0,0,9.4806295737614321e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_high_Egamma,k,2.2256210070511226e+00,4.3370755742380890e-01,2.1803951314701489e+00,-2.9496131222404812e-06,2.2231115974493845e+00,1.3744467859455340e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0206241878057125e+00,1.5707949999999999e+00,4.5160394395353274e+00,1.8000000000000000e+00,4.4178646691106467e+00,3.5433042771020724e+00,1.9128035844096566e-01,-1.7802377726182474e+01,1.5860680444830091e+01,8.9814728444794367e-01
ghz_purity_high_egamma_txty_region_0,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_0,0,9.4806295737614321e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_high_Egamma,p,2.4128964285095109e+00,-4.3370755742380890e-01,-2.1803951314701489e+00,2.9496131222404812e-06,2.2231115974493845e+00,4.5160394395353274e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0206241878057125e+00,1.5707949999999999e+00,4.5160394395353274e+00,1.8000000000000000e+00,4.4178646691106467e+00,3.5433042771020724e+00,1.9128035844096566e-01,-1.7802377726182474e+01,1.5860680444830091e+01,8.9814728444794367e-01
ghz_purity_high_egamma_txty_region_0,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_0,0,9.4806295737614321e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_high_Egamma,kp,6.1079076733041815e-01,5.2251241905803236e-01,-2.9813158348773650e-01,0.0000000000000000e+00,6.0158263700241721e-01,5.7646842482568426e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0206241878057125e+00,1.5707949999999999e+00,4.5160394395353274e+00,1.8000000000000000e+00,4.4178646691106467e+00,3.5433042771020724e+00,1.9128035844096566e-01,-1.7802377726182474e+01,1.5860680444830091e+01,8.9814728444794367e-01
ghz_purity_high_egamma_txty_region_0,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_0,0,9.4806295737614321e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_high_Egamma,pp,2.2277266682305292e+00,0.0000000000000000e+00,2.0206241878057125e+00,0.0000000000000000e+00,2.0206241878057125e+00,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0206241878057125e+00,1.5707949999999999e+00,4.5160394395353274e+00,1.8000000000000000e+00,4.4178646691106467e+00,3.5433042771020724e+00,1.9128035844096566e-01,-1.7802377726182474e+01,1.5860680444830091e+01,8.9814728444794367e-01
ghz_purity_high_egamma_txty_region_0,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_0,0,9.4806295737614321e-01,1.0000000000000004e+00,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-5.2251241905803236e-01,-1.7224926043179760e+00,0.0000000000000000e+00,1.8000000000000000e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,2.0206241878057125e+00,1.5707949999999999e+00,4.5160394395353274e+00,1.8000000000000000e+00,4.4178646691106467e+00,3.5433042771020724e+00,1.9128035844096566e-01,-1.7802377726182474e+01,1.5860680444830091e+01,8.9814728444794367e-01
ghz_purity_high_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,9.0735429973120807e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,k,2.2256210070511226e+00,6.4533523256567904e-01,2.1273851584315087e+00,-2.9496131222404812e-06,2.2231115974493845e+00,1.2762720155208533e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.2699969845050516e+01,8.0424151351406015e-01,-3.3321285328738273e+00,3.9711130199505584e+00,7.6564190034884383e-01
ghz_purity_high_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,9.0735429973120807e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,p,2.4128964285095109e+00,-6.4533523256567904e-01,-2.1273851584315087e+00,2.9496131222404812e-06,2.2231115974493845e+00,4.4178646691106467e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.2699969845050516e+01,8.0424151351406015e-01,-3.3321285328738273e+00,3.9711130199505584e+00,7.6564190034884383e-01
ghz_purity_high_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,9.0735429973120807e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,kp,1.8924036522718002e+00,1.2727922061357855e+00,-1.3964339908561199e+00,0.0000000000000000e+00,1.8894517434479108e+00,5.4514990218973223e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.2699969845050516e+01,8.0424151351406015e-01,-3.3321285328738273e+00,3.9711130199505584e+00,7.6564190034884383e-01
ghz_purity_high_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,9.0735429973120807e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,pp,9.4611378328868534e-01,0.0000000000000000e+00,1.2364178472033423e-01,0.0000000000000000e+00,1.2364178472033423e-01,1.5707963267948966e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.2699969845050516e+01,8.0424151351406015e-01,-3.3321285328738273e+00,3.9711130199505584e+00,7.6564190034884383e-01
ghz_purity_high_egamma_txty_region_1,egamma_region_max,GHZ_purity,P_{\rm GHZ+},lepton_muon_Tx_proton_Ty,high_Egamma_lepton_muon_Tx_proton_Ty_region_1,1,9.0735429973120807e-01,1.0000000000000002e+00,nan,high_s_high_theta_in_high_Egamma,qout,1.8000000000000000e+00,-1.2727922061357855e+00,1.2727922061357857e+00,0.0000000000000000e+00,1.8000000000000000e+00,2.3561944901923448e+00,2.1515843999999998e+01,4.6385174355606331e+00,2.2231115974493845e+00,1.2364178472033423e-01,1.5707949999999999e+00,4.4178646691106467e+00,1.8000000000000000e+00,2.3561944901923448e+00,1.2699969845050516e+01,8.0424151351406015e-01,-3.3321285328738273e+00,3.9711130199505584e+00,7.6564190034884383e-01
